run_id,domain,ckpt,cell,n,floor,epochs,d_raw,F_judge,M,F_parse,D,A_delivered,A_latent,ND,residual,F_floor,n_clean,n_P,n_w,r0,r1,a0,a1,d_a_matched,n_matched,lowpower,d_a_prerepair,n_matched_pre,lowpower_pre,w_source,abs_strict_t,abs_strict_f,parse_rate_t,grey,note
v2:fc:ALL,v2,fc,ALL,600,factonly,3,0.3933,-0.3967,0.0789,0.7111,,,,,0.0,,180,0,,,,,,,,,,0,LOWPOWER,,0.79,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_use_provided_support:keep_answer,v3,random_use_provided_support,keep_answer,60,factonly,,0.6167,-0.2,0.8167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.8167,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_use_provided_support:override_wrong_claim,v3,random_use_provided_support,override_wrong_claim,60,factonly,,0.0,-0.95,0.95,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.95,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_use_provided_support:recompute,v3,random_use_provided_support,recompute,180,factonly,,0.6778,-0.3222,0.0,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_use_provided_support:retrieve_or_abstain,v3,random_use_provided_support,retrieve_or_abstain,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_use_provided_support:use_provided_support,v3,random_use_provided_support,use_provided_support,120,factonly,,0.1417,-0.8583,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_use_provided_support:verify_bridge,v3,random_use_provided_support,verify_bridge,60,factonly,,0.1667,-0.1333,0.3,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.3,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_use_provided_support:verify_step,v3,random_use_provided_support,verify_step,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:random_retrieve_or_abstain:ALL,v3,random_retrieve_or_abstain,ALL,600,factonly,,0.2433,-0.3967,0.0858,0.5542,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.64,0.0,0.9583,,no both-parsed clean items; F_parse=d_clean
v3:random_retrieve_or_abstain:keep_answer,v3,random_retrieve_or_abstain,keep_answer,60,factonly,,0.4333,-0.2,0.6333,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.6333,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_retrieve_or_abstain:override_wrong_claim,v3,random_retrieve_or_abstain,override_wrong_claim,60,factonly,,-0.3667,-0.95,0.5833,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.5833,0.0,0.9667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_retrieve_or_abstain:recompute,v3,random_retrieve_or_abstain,recompute,180,factonly,,0.5056,-0.3222,0.0361,0.7917,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.8278,0.0,0.9889,,no both-parsed clean items; F_parse=d_clean
v3:random_retrieve_or_abstain:retrieve_or_abstain,v3,random_retrieve_or_abstain,retrieve_or_abstain,60,factonly,,0.2,0.0,0.0,0.2,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.2,0.0,0.8,,no both-parsed clean items; F_parse=d_clean
v3:random_retrieve_or_abstain:use_provided_support,v3,random_retrieve_or_abstain,use_provided_support,120,factonly,,0.0417,-0.8583,0.9,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9,0.0,0.9667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_retrieve_or_abstain:verify_bridge,v3,random_retrieve_or_abstain,verify_bridge,60,factonly,,0.1333,-0.1333,0.2667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.2667,0.0,0.95,,M=UPPER BOUND (no clean items); D/A undefined here
v3:random_retrieve_or_abstain:verify_step,v3,random_retrieve_or_abstain,verify_step,60,factonly,,0.4333,0.0,0.0,0.4333,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.4333,0.0,0.9833,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_override_wrong_claim:ALL,v3,wrongtarget_override_wrong_claim,ALL,600,factonly,,0.0633,-0.3967,0.4142,0.0458,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.46,0.0,0.985,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_override_wrong_claim:keep_answer,v3,wrongtarget_override_wrong_claim,keep_answer,60,factonly,,0.1333,-0.2,0.3333,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.3333,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_override_wrong_claim:override_wrong_claim,v3,wrongtarget_override_wrong_claim,override_wrong_claim,60,factonly,,0.0167,-0.95,0.9667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_override_wrong_claim:recompute,v3,wrongtarget_override_wrong_claim,recompute,180,factonly,,0.0556,-0.3222,0.3028,0.075,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.3778,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_override_wrong_claim:retrieve_or_abstain,v3,wrongtarget_override_wrong_claim,retrieve_or_abstain,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_override_wrong_claim:use_provided_support,v3,wrongtarget_override_wrong_claim,use_provided_support,120,factonly,,0.1083,-0.8583,0.9667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_override_wrong_claim:verify_bridge,v3,wrongtarget_override_wrong_claim,verify_bridge,60,factonly,,0.0667,-0.1333,0.2,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.2,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_override_wrong_claim:verify_step,v3,wrongtarget_override_wrong_claim,verify_step,60,factonly,,0.0333,0.0,0.0,0.0333,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0333,0.0,0.85,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_verify_bridge:ALL,v3,wrongtarget_verify_bridge,ALL,600,factonly,,0.0633,-0.3967,0.36,0.1,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.46,0.0,0.9733,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_verify_bridge:keep_answer,v3,wrongtarget_verify_bridge,keep_answer,60,factonly,,0.5167,-0.2,0.7167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.7167,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_verify_bridge:override_wrong_claim,v3,wrongtarget_verify_bridge,override_wrong_claim,60,factonly,,-0.25,-0.95,0.7,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.7,0.0,0.9667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_verify_bridge:recompute,v3,wrongtarget_verify_bridge,recompute,180,factonly,,-0.0111,-0.3222,0.1694,0.1417,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.3111,0.0,0.9611,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_verify_bridge:retrieve_or_abstain,v3,wrongtarget_verify_bridge,retrieve_or_abstain,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,0.9833,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_verify_bridge:use_provided_support,v3,wrongtarget_verify_bridge,use_provided_support,120,factonly,,-0.1917,-0.8583,0.6667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.6667,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_verify_bridge:verify_bridge,v3,wrongtarget_verify_bridge,verify_bridge,60,factonly,,0.6667,-0.1333,0.8,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.8,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_verify_bridge:verify_step,v3,wrongtarget_verify_bridge,verify_step,60,factonly,,0.1167,0.0,0.0,0.1167,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.1167,0.0,0.95,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_verify_step:ALL,v3,wrongtarget_verify_step,ALL,600,factonly,,0.0817,-0.3967,0.12,0.3583,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.4783,0.0,0.8933,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_verify_step:keep_answer,v3,wrongtarget_verify_step,keep_answer,60,factonly,,0.0333,-0.2,0.2333,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.2333,0.0,0.7667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_verify_step:override_wrong_claim,v3,wrongtarget_verify_step,override_wrong_claim,60,factonly,,-0.2,-0.95,0.75,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.75,0.0,0.9,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_verify_step:recompute,v3,wrongtarget_verify_step,recompute,180,factonly,,0.1111,-0.3222,0.1583,0.275,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.4333,0.0,0.8556,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_verify_step:retrieve_or_abstain,v3,wrongtarget_verify_step,retrieve_or_abstain,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_verify_step:use_provided_support,v3,wrongtarget_verify_step,use_provided_support,120,factonly,,-0.15,-0.8583,0.7083,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.7083,0.0,0.8917,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_verify_step:verify_bridge,v3,wrongtarget_verify_step,verify_bridge,60,factonly,,0.0667,-0.1333,0.2,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.2,0.0,0.9167,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_verify_step:verify_step,v3,wrongtarget_verify_step,verify_step,60,factonly,,0.8833,0.0,0.0,0.8833,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.8833,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_recompute:ALL,v3,wrongtarget_recompute,ALL,600,factonly,,0.5183,-0.3967,-0.0767,0.9917,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.915,0.0,0.9983,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_recompute:keep_answer,v3,wrongtarget_recompute,keep_answer,60,factonly,,0.7,-0.2,0.9,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_recompute:override_wrong_claim,v3,wrongtarget_recompute,override_wrong_claim,60,factonly,,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_recompute:recompute,v3,wrongtarget_recompute,recompute,180,factonly,,0.6778,-0.3222,0.0,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_recompute:retrieve_or_abstain,v3,wrongtarget_recompute,retrieve_or_abstain,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_recompute:use_provided_support,v3,wrongtarget_recompute,use_provided_support,120,factonly,,0.125,-0.8583,0.9833,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9833,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_recompute:verify_bridge,v3,wrongtarget_recompute,verify_bridge,60,factonly,,0.1833,-0.1333,0.3167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.3167,0.0,0.9833,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_recompute:verify_step,v3,wrongtarget_recompute,verify_step,60,factonly,,0.9667,0.0,0.0,0.9667,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.9667,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_use_provided_support:ALL,v3,wrongtarget_use_provided_support,ALL,600,factonly,,0.2467,-0.3967,0.335,0.3083,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.6433,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_use_provided_support:keep_answer,v3,wrongtarget_use_provided_support,keep_answer,60,factonly,,0.6167,-0.2,0.8167,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.8167,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_use_provided_support:override_wrong_claim,v3,wrongtarget_use_provided_support,override_wrong_claim,60,factonly,,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_use_provided_support:recompute,v3,wrongtarget_use_provided_support,recompute,180,factonly,,0.0889,-0.3222,0.2944,0.1167,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.4111,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_use_provided_support:retrieve_or_abstain,v3,wrongtarget_use_provided_support,retrieve_or_abstain,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_use_provided_support:use_provided_support,v3,wrongtarget_use_provided_support,use_provided_support,120,factonly,,0.1083,-0.8583,0.9667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_use_provided_support:verify_bridge,v3,wrongtarget_use_provided_support,verify_bridge,60,factonly,,0.3167,-0.1333,0.45,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.45,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_use_provided_support:verify_step,v3,wrongtarget_use_provided_support,verify_step,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_retrieve_or_abstain:ALL,v3,wrongtarget_retrieve_or_abstain,ALL,600,factonly,,-0.1217,-0.3967,-0.0792,0.3542,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.275,0.0,0.9067,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_retrieve_or_abstain:keep_answer,v3,wrongtarget_retrieve_or_abstain,keep_answer,60,factonly,,-0.05,-0.2,0.15,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.15,0.0,0.9167,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_retrieve_or_abstain:override_wrong_claim,v3,wrongtarget_retrieve_or_abstain,override_wrong_claim,60,factonly,,-0.45,-0.95,0.5,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.5,0.0,0.9333,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_retrieve_or_abstain:recompute,v3,wrongtarget_retrieve_or_abstain,recompute,180,factonly,,-0.1389,-0.3222,0.0167,0.1667,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.1833,0.0,0.8778,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_retrieve_or_abstain:retrieve_or_abstain,v3,wrongtarget_retrieve_or_abstain,retrieve_or_abstain,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:wrongtarget_retrieve_or_abstain:use_provided_support,v3,wrongtarget_retrieve_or_abstain,use_provided_support,120,factonly,,-0.6583,-0.8583,0.2,,,,,,-0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.2,0.0,0.8583,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_retrieve_or_abstain:verify_bridge,v3,wrongtarget_retrieve_or_abstain,verify_bridge,60,factonly,,-0.0667,-0.1333,0.0667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.0667,0.0,0.8667,,M=UPPER BOUND (no clean items); D/A undefined here
v3:wrongtarget_retrieve_or_abstain:verify_step,v3,wrongtarget_retrieve_or_abstain,verify_step,60,factonly,,0.0833,0.0,0.0,0.0833,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0833,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M1:ALL,v3,cumulative_M1,ALL,600,factonly,,0.3633,-0.3967,0.01,0.75,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.76,0.0,0.9933,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M1:keep_answer,v3,cumulative_M1,keep_answer,60,factonly,,0.5667,-0.2,0.7667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.7667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M1:override_wrong_claim,v3,cumulative_M1,override_wrong_claim,60,factonly,,0.0333,-0.95,0.9833,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9833,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M1:recompute,v3,cumulative_M1,recompute,180,factonly,,0.6778,-0.3222,0.0,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M1:retrieve_or_abstain,v3,cumulative_M1,retrieve_or_abstain,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,0.9333,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M1:use_provided_support,v3,cumulative_M1,use_provided_support,120,factonly,,0.0417,-0.8583,0.9,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M1:verify_bridge,v3,cumulative_M1,verify_bridge,60,factonly,,-0.0833,-0.1333,0.05,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.05,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M1:verify_step,v3,cumulative_M1,verify_step,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M2:ALL,v3,cumulative_M2,ALL,600,factonly,,0.3033,-0.3967,-0.05,0.75,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.7,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M2:keep_answer,v3,cumulative_M2,keep_answer,60,factonly,,0.7667,-0.2,0.9667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.9667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M2:override_wrong_claim,v3,cumulative_M2,override_wrong_claim,60,factonly,,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M2:recompute,v3,cumulative_M2,recompute,180,factonly,,0.5667,-0.3222,-0.1111,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.8889,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M2:retrieve_or_abstain,v3,cumulative_M2,retrieve_or_abstain,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M2:use_provided_support,v3,cumulative_M2,use_provided_support,120,factonly,,-0.2083,-0.8583,0.65,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.65,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M2:verify_bridge,v3,cumulative_M2,verify_bridge,60,factonly,,-0.0667,-0.1333,0.0667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.0667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M2:verify_step,v3,cumulative_M2,verify_step,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M3:ALL,v3,cumulative_M3,ALL,600,factonly,,0.2283,-0.3967,-0.125,0.75,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.625,0.0,0.97,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M3:keep_answer,v3,cumulative_M3,keep_answer,60,factonly,,0.8,-0.2,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M3:override_wrong_claim,v3,cumulative_M3,override_wrong_claim,60,factonly,,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M3:recompute,v3,cumulative_M3,recompute,180,factonly,,0.5,-0.3222,-0.1778,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.8222,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M3:retrieve_or_abstain,v3,cumulative_M3,retrieve_or_abstain,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,0.7,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M3:use_provided_support,v3,cumulative_M3,use_provided_support,120,factonly,,-0.4667,-0.8583,0.3917,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.3917,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M3:verify_bridge,v3,cumulative_M3,verify_bridge,60,factonly,,-0.1333,-0.1333,0.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M3:verify_step,v3,cumulative_M3,verify_step,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M4:ALL,v3,cumulative_M4,ALL,600,factonly,,0.4017,-0.3967,0.0483,0.75,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.7983,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M4:keep_answer,v3,cumulative_M4,keep_answer,60,factonly,,0.8,-0.2,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M4:override_wrong_claim,v3,cumulative_M4,override_wrong_claim,60,factonly,,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M4:recompute,v3,cumulative_M4,recompute,180,factonly,,0.5611,-0.3222,-0.1167,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.8833,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M4:retrieve_or_abstain,v3,cumulative_M4,retrieve_or_abstain,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M4:use_provided_support,v3,cumulative_M4,use_provided_support,120,factonly,,-0.1917,-0.8583,0.6667,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.6667,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M4:verify_bridge,v3,cumulative_M4,verify_bridge,60,factonly,,0.8667,-0.1333,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M4:verify_step,v3,cumulative_M4,verify_step,60,factonly,,1.0,0.0,0.0,1.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M5:ALL,v3,cumulative_M5,ALL,600,factonly,,0.4783,-0.3967,0.125,0.75,,,,,0.0,,240,0,,,,,,,,,,0,LOWPOWER,,0.875,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M5:keep_answer,v3,cumulative_M5,keep_answer,60,factonly,,0.8,-0.2,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M5:override_wrong_claim,v3,cumulative_M5,override_wrong_claim,60,factonly,,0.05,-0.95,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M5:recompute,v3,cumulative_M5,recompute,180,factonly,,0.6278,-0.3222,-0.05,1.0,,,,,0.0,,120,0,,,,,,,,,,0,LOWPOWER,,0.95,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M5:retrieve_or_abstain,v3,cumulative_M5,retrieve_or_abstain,60,factonly,,0.0,0.0,0.0,0.0,,,,,0.0,,60,0,,,,,,,,,,0,LOWPOWER,,0.0,0.0,1.0,,no both-parsed clean items; F_parse=d_clean
v3:cumulative_M5:use_provided_support,v3,cumulative_M5,use_provided_support,120,factonly,,0.0917,-0.8583,0.95,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,0.95,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
v3:cumulative_M5:verify_bridge,v3,cumulative_M5,verify_bridge,60,factonly,,0.8667,-0.1333,1.0,,,,,,0.0,,0,,,,,,,,,,,0,LOWPOWER,,1.0,0.0,1.0,,M=UPPER BOUND (no clean items); D/A undefined here
